TP,TN,FP,FN,acc,error,precision,recall,TP_rate,FP_rate,specificity,F1_score,wrong_prediction
417,153,11,6,0.9710391822827938,0.028960817717206135,0.9742990654205608,0.9858156028368794,0.9858156028368794,0.06707317073170732,0.9329268292682927,0.9800235017626322,17
416,155,12,4,0.9727427597955707,0.027257240204429302,0.9719626168224299,0.9904761904761905,0.9904761904761905,0.0718562874251497,0.9281437125748503,0.9811320754716981,16
413,153,15,6,0.9642248722316865,0.03577512776831346,0.9649532710280374,0.9856801909307876,0.9856801909307876,0.08928571428571429,0.9107142857142857,0.9752066115702479,21
417,153,11,6,0.9710391822827938,0.028960817717206135,0.9742990654205608,0.9858156028368794,0.9858156028368794,0.06707317073170732,0.9329268292682927,0.9800235017626322,17
422,155,6,4,0.9829642248722317,0.017035775127768313,0.985981308411215,0.9906103286384976,0.9906103286384976,0.037267080745341616,0.9627329192546584,0.9882903981264637,10
418,155,10,4,0.9761499148211243,0.02385008517887564,0.9766355140186916,0.990521327014218,0.990521327014218,0.06060606060606061,0.9393939393939394,0.9835294117647059,14
413,153,15,6,0.9642248722316865,0.03577512776831346,0.9649532710280374,0.9856801909307876,0.9856801909307876,0.08928571428571429,0.9107142857142857,0.9752066115702479,21
416,156,12,3,0.9744463373083475,0.02555366269165247,0.9719626168224299,0.9928400954653938,0.9928400954653938,0.07142857142857142,0.9285714285714286,0.9822904368358913,15
418,155,10,4,0.9761499148211243,0.02385008517887564,0.9766355140186916,0.990521327014218,0.990521327014218,0.06060606060606061,0.9393939393939394,0.9835294117647059,14
415,155,13,4,0.9710391822827938,0.028960817717206135,0.969626168224299,0.9904534606205251,0.9904534606205251,0.07738095238095238,0.9226190476190477,0.9799291617473436,17
415,155,13,4,0.9710391822827938,0.028960817717206135,0.969626168224299,0.9904534606205251,0.9904534606205251,0.07738095238095238,0.9226190476190477,0.9799291617473436,17
