TP,TN,FP,FN,acc,error,precision,recall,TP_rate,FP_rate,specificity,F1_score,wrong_prediction
415,154,13,5,0.969335604770017,0.030664395229982964,0.969626168224299,0.9880952380952381,0.9880952380952381,0.07784431137724551,0.9221556886227545,0.9787735849056605,18
418,153,10,6,0.9727427597955707,0.027257240204429302,0.9766355140186916,0.9858490566037735,0.9858490566037735,0.06134969325153374,0.9386503067484663,0.9812206572769953,16
414,154,14,5,0.9676320272572402,0.03236797274275979,0.9672897196261683,0.9880668257756563,0.9880668257756563,0.08333333333333333,0.9166666666666666,0.9775678866587957,19
415,156,13,3,0.9727427597955707,0.027257240204429302,0.969626168224299,0.992822966507177,0.992822966507177,0.07692307692307693,0.9230769230769231,0.9810874704491725,16
413,155,15,4,0.9676320272572402,0.03236797274275979,0.9649532710280374,0.9904076738609112,0.9904076738609112,0.08823529411764706,0.9117647058823529,0.9775147928994083,19
417,155,11,4,0.9744463373083475,0.02555366269165247,0.9742990654205608,0.9904988123515439,0.9904988123515439,0.06626506024096386,0.9337349397590361,0.9823321554770318,15
419,153,9,6,0.9744463373083475,0.02555366269165247,0.9789719626168224,0.9858823529411764,0.9858823529411764,0.05555555555555555,0.9444444444444444,0.9824150058616647,15
412,153,16,6,0.9625212947189097,0.03747870528109029,0.9626168224299065,0.9856459330143541,0.9856459330143541,0.09467455621301775,0.9053254437869822,0.9739952718676123,22
417,154,11,5,0.9727427597955707,0.027257240204429302,0.9742990654205608,0.9881516587677726,0.9881516587677726,0.06666666666666667,0.9333333333333333,0.9811764705882354,16
419,153,9,6,0.9744463373083475,0.02555366269165247,0.9789719626168224,0.9858823529411764,0.9858823529411764,0.05555555555555555,0.9444444444444444,0.9824150058616647,15
412,156,16,3,0.9676320272572402,0.03236797274275979,0.9626168224299065,0.9927710843373494,0.9927710843373494,0.09302325581395349,0.9069767441860465,0.977461447212337,19
413,155,15,4,0.9676320272572402,0.03236797274275979,0.9649532710280374,0.9904076738609112,0.9904076738609112,0.08823529411764706,0.9117647058823529,0.9775147928994083,19
417,155,11,4,0.9744463373083475,0.02555366269165247,0.9742990654205608,0.9904988123515439,0.9904988123515439,0.06626506024096386,0.9337349397590361,0.9823321554770318,15
420,149,8,10,0.969335604770017,0.030664395229982964,0.9813084112149533,0.9767441860465116,0.9767441860465116,0.050955414012738856,0.9490445859872612,0.979020979020979,18
416,154,12,5,0.9710391822827938,0.028960817717206135,0.9719626168224299,0.9881235154394299,0.9881235154394299,0.07228915662650602,0.927710843373494,0.9799764428739695,17
417,155,11,4,0.9744463373083475,0.02555366269165247,0.9742990654205608,0.9904988123515439,0.9904988123515439,0.06626506024096386,0.9337349397590361,0.9823321554770318,15
415,154,13,5,0.969335604770017,0.030664395229982964,0.969626168224299,0.9880952380952381,0.9880952380952381,0.07784431137724551,0.9221556886227545,0.9787735849056605,18
415,152,13,7,0.9659284497444633,0.034071550255536626,0.969626168224299,0.9834123222748815,0.9834123222748815,0.07878787878787878,0.9212121212121213,0.9764705882352941,20
412,153,16,6,0.9625212947189097,0.03747870528109029,0.9626168224299065,0.9856459330143541,0.9856459330143541,0.09467455621301775,0.9053254437869822,0.9739952718676123,22
