TP,TN,FP,FN,acc,error,precision,recall,TP_rate,FP_rate,specificity,F1_score,wrong_prediction
407,156,21,3,0.959114139693356,0.04088586030664395,0.9509345794392523,0.9926829268292683,0.9926829268292683,0.11864406779661017,0.8813559322033898,0.9713603818615751,24
414,155,14,4,0.969335604770017,0.030664395229982964,0.9672897196261683,0.9904306220095693,0.9904306220095693,0.08284023668639054,0.9171597633136095,0.9787234042553192,18
414,155,14,4,0.969335604770017,0.030664395229982964,0.9672897196261683,0.9904306220095693,0.9904306220095693,0.08284023668639054,0.9171597633136095,0.9787234042553192,18
414,155,14,4,0.969335604770017,0.030664395229982964,0.9672897196261683,0.9904306220095693,0.9904306220095693,0.08284023668639054,0.9171597633136095,0.9787234042553192,18
413,155,15,4,0.9676320272572402,0.03236797274275979,0.9649532710280374,0.9904076738609112,0.9904076738609112,0.08823529411764706,0.9117647058823529,0.9775147928994083,19
414,154,14,5,0.9676320272572402,0.03236797274275979,0.9672897196261683,0.9880668257756563,0.9880668257756563,0.08333333333333333,0.9166666666666666,0.9775678866587957,19
414,154,14,5,0.9676320272572402,0.03236797274275979,0.9672897196261683,0.9880668257756563,0.9880668257756563,0.08333333333333333,0.9166666666666666,0.9775678866587957,19
416,154,12,5,0.9710391822827938,0.028960817717206135,0.9719626168224299,0.9881235154394299,0.9881235154394299,0.07228915662650602,0.927710843373494,0.9799764428739695,17
415,154,13,5,0.969335604770017,0.030664395229982964,0.969626168224299,0.9880952380952381,0.9880952380952381,0.07784431137724551,0.9221556886227545,0.9787735849056605,18
416,154,12,5,0.9710391822827938,0.028960817717206135,0.9719626168224299,0.9881235154394299,0.9881235154394299,0.07228915662650602,0.927710843373494,0.9799764428739695,17
