TP,TN,FP,FN,acc,error,precision,recall,TP_rate,FP_rate,specificity,F1_score,wrong_prediction
415,156,13,3,0.9727427597955707,0.027257240204429302,0.969626168224299,0.992822966507177,0.992822966507177,0.07692307692307693,0.9230769230769231,0.9810874704491725,16
410,153,18,6,0.959114139693356,0.04088586030664395,0.9579439252336449,0.9855769230769231,0.9855769230769231,0.10526315789473684,0.8947368421052632,0.9715639810426542,24
414,153,14,6,0.9659284497444633,0.034071550255536626,0.9672897196261683,0.9857142857142858,0.9857142857142858,0.08383233532934131,0.9161676646706587,0.9764150943396227,20
416,150,12,9,0.9642248722316865,0.03577512776831346,0.9719626168224299,0.9788235294117648,0.9788235294117648,0.07407407407407407,0.9259259259259259,0.9753810082063307,21
416,152,12,7,0.9676320272572402,0.03236797274275979,0.9719626168224299,0.983451536643026,0.983451536643026,0.07317073170731707,0.926829268292683,0.9776733254994124,19
418,154,10,5,0.9744463373083475,0.02555366269165247,0.9766355140186916,0.9881796690307328,0.9881796690307328,0.06097560975609756,0.9390243902439024,0.982373678025852,15
391,153,37,6,0.9267461669505963,0.07325383304940375,0.9135514018691588,0.9848866498740554,0.9848866498740554,0.19473684210526315,0.8052631578947368,0.9478787878787879,43
418,152,10,7,0.9710391822827938,0.028960817717206135,0.9766355140186916,0.9835294117647059,0.9835294117647059,0.06172839506172839,0.9382716049382716,0.9800703399765534,17
415,157,13,2,0.9744463373083475,0.02555366269165247,0.969626168224299,0.9952038369304557,0.9952038369304557,0.07647058823529412,0.9235294117647059,0.9822485207100592,15
416,157,12,2,0.9761499148211243,0.02385008517887564,0.9719626168224299,0.9952153110047847,0.9952153110047847,0.07100591715976332,0.9289940828402367,0.9834515366430261,14
407,156,21,3,0.959114139693356,0.04088586030664395,0.9509345794392523,0.9926829268292683,0.9926829268292683,0.11864406779661017,0.8813559322033898,0.9713603818615751,24
407,156,21,3,0.959114139693356,0.04088586030664395,0.9509345794392523,0.9926829268292683,0.9926829268292683,0.11864406779661017,0.8813559322033898,0.9713603818615751,24
404,154,24,5,0.9505962521294719,0.049403747870528106,0.9439252336448598,0.9877750611246944,0.9877750611246944,0.1348314606741573,0.8651685393258427,0.9653524492234169,29
400,155,28,4,0.9454855195911414,0.054514480408858604,0.9345794392523364,0.9900990099009901,0.9900990099009901,0.15300546448087432,0.8469945355191257,0.9615384615384615,32
403,151,25,8,0.9437819420783645,0.056218057921635436,0.9415887850467289,0.9805352798053528,0.9805352798053528,0.14204545454545456,0.8579545454545454,0.9606674612634089,33
410,155,18,4,0.9625212947189097,0.03747870528109029,0.9579439252336449,0.9903381642512077,0.9903381642512077,0.10404624277456648,0.8959537572254336,0.9738717339667458,22
403,156,25,3,0.9522998296422487,0.04770017035775128,0.9415887850467289,0.9926108374384236,0.9926108374384236,0.13812154696132597,0.861878453038674,0.9664268585131893,28
415,154,13,5,0.969335604770017,0.030664395229982964,0.969626168224299,0.9880952380952381,0.9880952380952381,0.07784431137724551,0.9221556886227545,0.9787735849056605,18
406,150,22,9,0.9471890971039182,0.05281090289608177,0.9485981308411215,0.9783132530120482,0.9783132530120482,0.12790697674418605,0.872093023255814,0.963226571767497,31
